review_id,phase,round,role,domain,issue,decision,doc_anchor
"R-05724","中期评审","4724","测试工程师","性能容量","MLOps 小样本 F1=0.8 不能代表课题完成态指标。","建立最小样本门槛、champion/challenger、漂移阈值、灰度和回滚机制。","01_design/课题一产品与技术总体设计.md#54-核心功能闭环"
"R-05725","中期评审","4725","UI工程师","安全合规","当前 mTLS、JWT、RBAC、审计已有基础，但 Kafka TLS/SASL 和密钥生产化仍是缺口。","设计南北向和东西向安全边界，补生产安全加固门禁。","01_design/课题一产品与技术总体设计.md#62-p0-门禁"
"R-05726","中期评审","4726","产品经理","交付实施","课题一要求的多源异构数据融合需要映射到流量、资产、设备日志、用户行为四类可验收数据源。","在设计文档增加任务书指标追溯矩阵，并把每类数据源绑定到采集、处理、存储、页面和测试证据。","01_design/课题一产品与技术总体设计.md#3-req-t1-追溯矩阵"
"R-05727","中期评审","4727","技术经理","交付实施","试点验收需要证明部署稳定性、连续运行、应用价值和经济效益。","输出试点材料清单、演示脚本和第三方测试准备清单。","01_design/课题一产品与技术总体设计.md#7-试点与交付"
"R-05728","中期评审","4728","销售经理","测试验收","Probe 到 Web UI 的链路需要形成可复核流程。","固化 Probe -> Ingest -> Kafka -> Flink -> 存储 -> Go API -> Web UI -> Feedback -> MLOps 的流程走向。","01_design/课题一产品与技术总体设计.md#54-核心功能闭环"
"R-05729","中期评审","4729","项目经理","测试验收","功能 E2E 已有 100 轮冒烟通过，但性能、模型泛化和故障演练需另行验收。","把现有 live smoke 作为功能回归证据，把专项项列入门禁。","01_design/课题一产品与技术总体设计.md#6-验收设计"
"R-05730","中期评审","4730","全栈工程师","性能容量","10 x 100Gbps、512Mpps 和 P95 <= 60s 缺专项压测报告。","把它标成验收待闭环，定义流量模型、时间戳口径、采样点、丢包率和资源水位。","01_design/课题一产品与技术总体设计.md#62-p0-门禁"
"R-05731","中期评审","4731","算法工程师","检测质量","多源数据缺失、迟到、解析失败和 DLQ 会影响告警可信度。","定义数据质量指标、DLQ 处理、重放幂等和页面解释策略。","01_design/课题一产品与技术总体设计.md#54-核心功能闭环"
"R-05732","中期评审","4732","实施工程师","性能容量","相对 SIEM、IDS、NDR、抓包平台的差异化需要讲成客户语言。","采用“看得见、判得准、查得到、改得动、验得过”的价值链表达。","01_design/课题一产品与技术总体设计.md#8-竞争力设计"
"R-05733","中期评审","4733","测试工程师","安全合规","全流量能力容易被误解为永久全包留存。","明确产品口径为 Flow/Session/Feature 实时分析加策略化 PCAP 索引、裁剪、留存和下载。","01_design/课题一产品与技术总体设计.md#2-任务书边界"
"R-05734","中期评审","4734","UI工程师","用户体验","页面已经丰富，但操作路径必须服务于研判闭环而不是菜单堆叠。","定义登录、态势、告警、证据、图谱、取证、反馈、治理、报表的 25 分钟演示路径。","01_design/课题一产品与技术总体设计.md#44-25-分钟演示主线"
"R-05735","中期评审","4735","产品经理","检测质量","准确率 95% 以上、误报率低于 5% 不能只用功能联调证明。","补充样本集、标签、混淆矩阵、公式、第三方测试和回归报告模板。","01_design/课题一产品与技术总体设计.md#63-检测质量门禁"
"R-05736","中期评审","4736","技术经理","测试验收","MLOps 小样本 F1=0.8 不能代表课题完成态指标。","建立最小样本门槛、champion/challenger、漂移阈值、灰度和回滚机制。","01_design/课题一产品与技术总体设计.md#54-核心功能闭环"
"R-05737","中期评审","4737","销售经理","安全合规","当前 mTLS、JWT、RBAC、审计已有基础，但 Kafka TLS/SASL 和密钥生产化仍是缺口。","设计南北向和东西向安全边界，补生产安全加固门禁。","01_design/课题一产品与技术总体设计.md#62-p0-门禁"
"R-05738","中期评审","4738","项目经理","端到端链路","课题一要求的多源异构数据融合需要映射到流量、资产、设备日志、用户行为四类可验收数据源。","在设计文档增加任务书指标追溯矩阵，并把每类数据源绑定到采集、处理、存储、页面和测试证据。","01_design/课题一产品与技术总体设计.md#3-req-t1-追溯矩阵"
"R-05739","中期评审","4739","全栈工程师","交付实施","试点验收需要证明部署稳定性、连续运行、应用价值和经济效益。","输出试点材料清单、演示脚本和第三方测试准备清单。","01_design/课题一产品与技术总体设计.md#7-试点与交付"
"R-05740","中期评审","4740","算法工程师","性能容量","Probe 到 Web UI 的链路需要形成可复核流程。","固化 Probe -> Ingest -> Kafka -> Flink -> 存储 -> Go API -> Web UI -> Feedback -> MLOps 的流程走向。","01_design/课题一产品与技术总体设计.md#54-核心功能闭环"
"R-05741","中期评审","4741","实施工程师","测试验收","功能 E2E 已有 100 轮冒烟通过，但性能、模型泛化和故障演练需另行验收。","把现有 live smoke 作为功能回归证据，把专项项列入门禁。","01_design/课题一产品与技术总体设计.md#6-验收设计"
"R-05742","中期评审","4742","测试工程师","性能容量","10 x 100Gbps、512Mpps 和 P95 <= 60s 缺专项压测报告。","把它标成验收待闭环，定义流量模型、时间戳口径、采样点、丢包率和资源水位。","01_design/课题一产品与技术总体设计.md#62-p0-门禁"
"R-05743","中期评审","4743","UI工程师","用户体验","多源数据缺失、迟到、解析失败和 DLQ 会影响告警可信度。","定义数据质量指标、DLQ 处理、重放幂等和页面解释策略。","01_design/课题一产品与技术总体设计.md#54-核心功能闭环"
"R-05744","中期评审","4744","产品经理","测试验收","相对 SIEM、IDS、NDR、抓包平台的差异化需要讲成客户语言。","采用“看得见、判得准、查得到、改得动、验得过”的价值链表达。","01_design/课题一产品与技术总体设计.md#8-竞争力设计"
"R-05745","中期评审","4745","技术经理","进度与范围","全流量能力容易被误解为永久全包留存。","明确产品口径为 Flow/Session/Feature 实时分析加策略化 PCAP 索引、裁剪、留存和下载。","01_design/课题一产品与技术总体设计.md#2-任务书边界"
"R-05746","中期评审","4746","销售经理","用户体验","页面已经丰富，但操作路径必须服务于研判闭环而不是菜单堆叠。","定义登录、态势、告警、证据、图谱、取证、反馈、治理、报表的 25 分钟演示路径。","01_design/课题一产品与技术总体设计.md#44-25-分钟演示主线"
"R-05747","中期评审","4747","项目经理","检测质量","准确率 95% 以上、误报率低于 5% 不能只用功能联调证明。","补充样本集、标签、混淆矩阵、公式、第三方测试和回归报告模板。","01_design/课题一产品与技术总体设计.md#63-检测质量门禁"
"R-05748","中期评审","4748","全栈工程师","性能容量","MLOps 小样本 F1=0.8 不能代表课题完成态指标。","建立最小样本门槛、champion/challenger、漂移阈值、灰度和回滚机制。","01_design/课题一产品与技术总体设计.md#54-核心功能闭环"
"R-05749","中期评审","4749","算法工程师","安全合规","当前 mTLS、JWT、RBAC、审计已有基础，但 Kafka TLS/SASL 和密钥生产化仍是缺口。","设计南北向和东西向安全边界，补生产安全加固门禁。","01_design/课题一产品与技术总体设计.md#62-p0-门禁"
"R-05750","中期评审","4750","实施工程师","交付实施","课题一要求的多源异构数据融合需要映射到流量、资产、设备日志、用户行为四类可验收数据源。","在设计文档增加任务书指标追溯矩阵，并把每类数据源绑定到采集、处理、存储、页面和测试证据。","01_design/课题一产品与技术总体设计.md#3-req-t1-追溯矩阵"
"R-05751","中期评审","4751","测试工程师","交付实施","试点验收需要证明部署稳定性、连续运行、应用价值和经济效益。","输出试点材料清单、演示脚本和第三方测试准备清单。","01_design/课题一产品与技术总体设计.md#7-试点与交付"
"R-05752","中期评审","4752","UI工程师","测试验收","Probe 到 Web UI 的链路需要形成可复核流程。","固化 Probe -> Ingest -> Kafka -> Flink -> 存储 -> Go API -> Web UI -> Feedback -> MLOps 的流程走向。","01_design/课题一产品与技术总体设计.md#54-核心功能闭环"
"R-05753","中期评审","4753","产品经理","测试验收","功能 E2E 已有 100 轮冒烟通过，但性能、模型泛化和故障演练需另行验收。","把现有 live smoke 作为功能回归证据，把专项项列入门禁。","01_design/课题一产品与技术总体设计.md#6-验收设计"
"R-05754","中期评审","4754","技术经理","性能容量","10 x 100Gbps、512Mpps 和 P95 <= 60s 缺专项压测报告。","把它标成验收待闭环，定义流量模型、时间戳口径、采样点、丢包率和资源水位。","01_design/课题一产品与技术总体设计.md#62-p0-门禁"
"R-05755","中期评审","4755","销售经理","检测质量","多源数据缺失、迟到、解析失败和 DLQ 会影响告警可信度。","定义数据质量指标、DLQ 处理、重放幂等和页面解释策略。","01_design/课题一产品与技术总体设计.md#54-核心功能闭环"
"R-05756","中期评审","4756","项目经理","性能容量","相对 SIEM、IDS、NDR、抓包平台的差异化需要讲成客户语言。","采用“看得见、判得准、查得到、改得动、验得过”的价值链表达。","01_design/课题一产品与技术总体设计.md#8-竞争力设计"
"R-05757","中期评审","4757","全栈工程师","安全合规","全流量能力容易被误解为永久全包留存。","明确产品口径为 Flow/Session/Feature 实时分析加策略化 PCAP 索引、裁剪、留存和下载。","01_design/课题一产品与技术总体设计.md#2-任务书边界"
"R-05758","中期评审","4758","算法工程师","用户体验","页面已经丰富，但操作路径必须服务于研判闭环而不是菜单堆叠。","定义登录、态势、告警、证据、图谱、取证、反馈、治理、报表的 25 分钟演示路径。","01_design/课题一产品与技术总体设计.md#44-25-分钟演示主线"
"R-05759","中期评审","4759","实施工程师","检测质量","准确率 95% 以上、误报率低于 5% 不能只用功能联调证明。","补充样本集、标签、混淆矩阵、公式、第三方测试和回归报告模板。","01_design/课题一产品与技术总体设计.md#63-检测质量门禁"
"R-05760","中期评审","4760","测试工程师","测试验收","MLOps 小样本 F1=0.8 不能代表课题完成态指标。","建立最小样本门槛、champion/challenger、漂移阈值、灰度和回滚机制。","01_design/课题一产品与技术总体设计.md#54-核心功能闭环"
"R-05761","中期评审","4761","UI工程师","安全合规","当前 mTLS、JWT、RBAC、审计已有基础，但 Kafka TLS/SASL 和密钥生产化仍是缺口。","设计南北向和东西向安全边界，补生产安全加固门禁。","01_design/课题一产品与技术总体设计.md#62-p0-门禁"
"R-05762","中期评审","4762","产品经理","端到端链路","课题一要求的多源异构数据融合需要映射到流量、资产、设备日志、用户行为四类可验收数据源。","在设计文档增加任务书指标追溯矩阵，并把每类数据源绑定到采集、处理、存储、页面和测试证据。","01_design/课题一产品与技术总体设计.md#3-req-t1-追溯矩阵"
"R-05763","中期评审","4763","技术经理","交付实施","试点验收需要证明部署稳定性、连续运行、应用价值和经济效益。","输出试点材料清单、演示脚本和第三方测试准备清单。","01_design/课题一产品与技术总体设计.md#7-试点与交付"
"R-05764","中期评审","4764","销售经理","性能容量","Probe 到 Web UI 的链路需要形成可复核流程。","固化 Probe -> Ingest -> Kafka -> Flink -> 存储 -> Go API -> Web UI -> Feedback -> MLOps 的流程走向。","01_design/课题一产品与技术总体设计.md#54-核心功能闭环"
"R-05765","中期评审","4765","项目经理","测试验收","功能 E2E 已有 100 轮冒烟通过，但性能、模型泛化和故障演练需另行验收。","把现有 live smoke 作为功能回归证据，把专项项列入门禁。","01_design/课题一产品与技术总体设计.md#6-验收设计"
"R-05766","中期评审","4766","全栈工程师","性能容量","10 x 100Gbps、512Mpps 和 P95 <= 60s 缺专项压测报告。","把它标成验收待闭环，定义流量模型、时间戳口径、采样点、丢包率和资源水位。","01_design/课题一产品与技术总体设计.md#62-p0-门禁"
"R-05767","中期评审","4767","算法工程师","用户体验","多源数据缺失、迟到、解析失败和 DLQ 会影响告警可信度。","定义数据质量指标、DLQ 处理、重放幂等和页面解释策略。","01_design/课题一产品与技术总体设计.md#54-核心功能闭环"
"R-05768","中期评审","4768","实施工程师","测试验收","相对 SIEM、IDS、NDR、抓包平台的差异化需要讲成客户语言。","采用“看得见、判得准、查得到、改得动、验得过”的价值链表达。","01_design/课题一产品与技术总体设计.md#8-竞争力设计"
"R-05769","中期评审","4769","测试工程师","进度与范围","全流量能力容易被误解为永久全包留存。","明确产品口径为 Flow/Session/Feature 实时分析加策略化 PCAP 索引、裁剪、留存和下载。","01_design/课题一产品与技术总体设计.md#2-任务书边界"
"R-05770","中期评审","4770","UI工程师","用户体验","页面已经丰富，但操作路径必须服务于研判闭环而不是菜单堆叠。","定义登录、态势、告警、证据、图谱、取证、反馈、治理、报表的 25 分钟演示路径。","01_design/课题一产品与技术总体设计.md#44-25-分钟演示主线"
"R-05771","中期评审","4771","产品经理","检测质量","准确率 95% 以上、误报率低于 5% 不能只用功能联调证明。","补充样本集、标签、混淆矩阵、公式、第三方测试和回归报告模板。","01_design/课题一产品与技术总体设计.md#63-检测质量门禁"
"R-05772","中期评审","4772","技术经理","性能容量","MLOps 小样本 F1=0.8 不能代表课题完成态指标。","建立最小样本门槛、champion/challenger、漂移阈值、灰度和回滚机制。","01_design/课题一产品与技术总体设计.md#54-核心功能闭环"
"R-05773","中期评审","4773","销售经理","安全合规","当前 mTLS、JWT、RBAC、审计已有基础，但 Kafka TLS/SASL 和密钥生产化仍是缺口。","设计南北向和东西向安全边界，补生产安全加固门禁。","01_design/课题一产品与技术总体设计.md#62-p0-门禁"
"R-05774","中期评审","4774","项目经理","交付实施","课题一要求的多源异构数据融合需要映射到流量、资产、设备日志、用户行为四类可验收数据源。","在设计文档增加任务书指标追溯矩阵，并把每类数据源绑定到采集、处理、存储、页面和测试证据。","01_design/课题一产品与技术总体设计.md#3-req-t1-追溯矩阵"
"R-05775","中期评审","4775","全栈工程师","交付实施","试点验收需要证明部署稳定性、连续运行、应用价值和经济效益。","输出试点材料清单、演示脚本和第三方测试准备清单。","01_design/课题一产品与技术总体设计.md#7-试点与交付"
"R-05776","中期评审","4776","算法工程师","测试验收","Probe 到 Web UI 的链路需要形成可复核流程。","固化 Probe -> Ingest -> Kafka -> Flink -> 存储 -> Go API -> Web UI -> Feedback -> MLOps 的流程走向。","01_design/课题一产品与技术总体设计.md#54-核心功能闭环"
"R-05777","中期评审","4777","实施工程师","测试验收","功能 E2E 已有 100 轮冒烟通过，但性能、模型泛化和故障演练需另行验收。","把现有 live smoke 作为功能回归证据，把专项项列入门禁。","01_design/课题一产品与技术总体设计.md#6-验收设计"
"R-05778","中期评审","4778","测试工程师","性能容量","10 x 100Gbps、512Mpps 和 P95 <= 60s 缺专项压测报告。","把它标成验收待闭环，定义流量模型、时间戳口径、采样点、丢包率和资源水位。","01_design/课题一产品与技术总体设计.md#62-p0-门禁"
"R-05779","中期评审","4779","UI工程师","检测质量","多源数据缺失、迟到、解析失败和 DLQ 会影响告警可信度。","定义数据质量指标、DLQ 处理、重放幂等和页面解释策略。","01_design/课题一产品与技术总体设计.md#54-核心功能闭环"
"R-05780","中期评审","4780","产品经理","性能容量","相对 SIEM、IDS、NDR、抓包平台的差异化需要讲成客户语言。","采用“看得见、判得准、查得到、改得动、验得过”的价值链表达。","01_design/课题一产品与技术总体设计.md#8-竞争力设计"
"R-05781","中期评审","4781","技术经理","安全合规","全流量能力容易被误解为永久全包留存。","明确产品口径为 Flow/Session/Feature 实时分析加策略化 PCAP 索引、裁剪、留存和下载。","01_design/课题一产品与技术总体设计.md#2-任务书边界"
"R-05782","中期评审","4782","销售经理","用户体验","页面已经丰富，但操作路径必须服务于研判闭环而不是菜单堆叠。","定义登录、态势、告警、证据、图谱、取证、反馈、治理、报表的 25 分钟演示路径。","01_design/课题一产品与技术总体设计.md#44-25-分钟演示主线"
"R-05783","中期评审","4783","项目经理","检测质量","准确率 95% 以上、误报率低于 5% 不能只用功能联调证明。","补充样本集、标签、混淆矩阵、公式、第三方测试和回归报告模板。","01_design/课题一产品与技术总体设计.md#63-检测质量门禁"
"R-05784","中期评审","4784","全栈工程师","测试验收","MLOps 小样本 F1=0.8 不能代表课题完成态指标。","建立最小样本门槛、champion/challenger、漂移阈值、灰度和回滚机制。","01_design/课题一产品与技术总体设计.md#54-核心功能闭环"
"R-05785","中期评审","4785","算法工程师","安全合规","当前 mTLS、JWT、RBAC、审计已有基础，但 Kafka TLS/SASL 和密钥生产化仍是缺口。","设计南北向和东西向安全边界，补生产安全加固门禁。","01_design/课题一产品与技术总体设计.md#62-p0-门禁"
"R-05786","中期评审","4786","实施工程师","端到端链路","课题一要求的多源异构数据融合需要映射到流量、资产、设备日志、用户行为四类可验收数据源。","在设计文档增加任务书指标追溯矩阵，并把每类数据源绑定到采集、处理、存储、页面和测试证据。","01_design/课题一产品与技术总体设计.md#3-req-t1-追溯矩阵"
"R-05787","中期评审","4787","测试工程师","交付实施","试点验收需要证明部署稳定性、连续运行、应用价值和经济效益。","输出试点材料清单、演示脚本和第三方测试准备清单。","01_design/课题一产品与技术总体设计.md#7-试点与交付"
"R-05788","中期评审","4788","UI工程师","性能容量","Probe 到 Web UI 的链路需要形成可复核流程。","固化 Probe -> Ingest -> Kafka -> Flink -> 存储 -> Go API -> Web UI -> Feedback -> MLOps 的流程走向。","01_design/课题一产品与技术总体设计.md#54-核心功能闭环"
"R-05789","中期评审","4789","产品经理","测试验收","功能 E2E 已有 100 轮冒烟通过，但性能、模型泛化和故障演练需另行验收。","把现有 live smoke 作为功能回归证据，把专项项列入门禁。","01_design/课题一产品与技术总体设计.md#6-验收设计"
"R-05790","中期评审","4790","技术经理","性能容量","10 x 100Gbps、512Mpps 和 P95 <= 60s 缺专项压测报告。","把它标成验收待闭环，定义流量模型、时间戳口径、采样点、丢包率和资源水位。","01_design/课题一产品与技术总体设计.md#62-p0-门禁"
"R-05791","中期评审","4791","销售经理","用户体验","多源数据缺失、迟到、解析失败和 DLQ 会影响告警可信度。","定义数据质量指标、DLQ 处理、重放幂等和页面解释策略。","01_design/课题一产品与技术总体设计.md#54-核心功能闭环"
"R-05792","中期评审","4792","项目经理","测试验收","相对 SIEM、IDS、NDR、抓包平台的差异化需要讲成客户语言。","采用“看得见、判得准、查得到、改得动、验得过”的价值链表达。","01_design/课题一产品与技术总体设计.md#8-竞争力设计"
"R-05793","中期评审","4793","全栈工程师","进度与范围","全流量能力容易被误解为永久全包留存。","明确产品口径为 Flow/Session/Feature 实时分析加策略化 PCAP 索引、裁剪、留存和下载。","01_design/课题一产品与技术总体设计.md#2-任务书边界"
"R-05794","中期评审","4794","算法工程师","用户体验","页面已经丰富，但操作路径必须服务于研判闭环而不是菜单堆叠。","定义登录、态势、告警、证据、图谱、取证、反馈、治理、报表的 25 分钟演示路径。","01_design/课题一产品与技术总体设计.md#44-25-分钟演示主线"
"R-05795","中期评审","4795","实施工程师","检测质量","准确率 95% 以上、误报率低于 5% 不能只用功能联调证明。","补充样本集、标签、混淆矩阵、公式、第三方测试和回归报告模板。","01_design/课题一产品与技术总体设计.md#63-检测质量门禁"
"R-05796","中期评审","4796","测试工程师","性能容量","MLOps 小样本 F1=0.8 不能代表课题完成态指标。","建立最小样本门槛、champion/challenger、漂移阈值、灰度和回滚机制。","01_design/课题一产品与技术总体设计.md#54-核心功能闭环"
"R-05797","中期评审","4797","UI工程师","安全合规","当前 mTLS、JWT、RBAC、审计已有基础，但 Kafka TLS/SASL 和密钥生产化仍是缺口。","设计南北向和东西向安全边界，补生产安全加固门禁。","01_design/课题一产品与技术总体设计.md#62-p0-门禁"
"R-05798","中期评审","4798","产品经理","交付实施","课题一要求的多源异构数据融合需要映射到流量、资产、设备日志、用户行为四类可验收数据源。","在设计文档增加任务书指标追溯矩阵，并把每类数据源绑定到采集、处理、存储、页面和测试证据。","01_design/课题一产品与技术总体设计.md#3-req-t1-追溯矩阵"
"R-05799","中期评审","4799","技术经理","交付实施","试点验收需要证明部署稳定性、连续运行、应用价值和经济效益。","输出试点材料清单、演示脚本和第三方测试准备清单。","01_design/课题一产品与技术总体设计.md#7-试点与交付"
"R-05800","中期评审","4800","销售经理","测试验收","Probe 到 Web UI 的链路需要形成可复核流程。","固化 Probe -> Ingest -> Kafka -> Flink -> 存储 -> Go API -> Web UI -> Feedback -> MLOps 的流程走向。","01_design/课题一产品与技术总体设计.md#54-核心功能闭环"
"R-05801","中期评审","4801","项目经理","测试验收","功能 E2E 已有 100 轮冒烟通过，但性能、模型泛化和故障演练需另行验收。","把现有 live smoke 作为功能回归证据，把专项项列入门禁。","01_design/课题一产品与技术总体设计.md#6-验收设计"
"R-05802","中期评审","4802","全栈工程师","性能容量","10 x 100Gbps、512Mpps 和 P95 <= 60s 缺专项压测报告。","把它标成验收待闭环，定义流量模型、时间戳口径、采样点、丢包率和资源水位。","01_design/课题一产品与技术总体设计.md#62-p0-门禁"
"R-05803","中期评审","4803","算法工程师","检测质量","多源数据缺失、迟到、解析失败和 DLQ 会影响告警可信度。","定义数据质量指标、DLQ 处理、重放幂等和页面解释策略。","01_design/课题一产品与技术总体设计.md#54-核心功能闭环"
"R-05804","中期评审","4804","实施工程师","性能容量","相对 SIEM、IDS、NDR、抓包平台的差异化需要讲成客户语言。","采用“看得见、判得准、查得到、改得动、验得过”的价值链表达。","01_design/课题一产品与技术总体设计.md#8-竞争力设计"
"R-05805","中期评审","4805","测试工程师","安全合规","全流量能力容易被误解为永久全包留存。","明确产品口径为 Flow/Session/Feature 实时分析加策略化 PCAP 索引、裁剪、留存和下载。","01_design/课题一产品与技术总体设计.md#2-任务书边界"
"R-05806","中期评审","4806","UI工程师","用户体验","页面已经丰富，但操作路径必须服务于研判闭环而不是菜单堆叠。","定义登录、态势、告警、证据、图谱、取证、反馈、治理、报表的 25 分钟演示路径。","01_design/课题一产品与技术总体设计.md#44-25-分钟演示主线"
"R-05807","中期评审","4807","产品经理","检测质量","准确率 95% 以上、误报率低于 5% 不能只用功能联调证明。","补充样本集、标签、混淆矩阵、公式、第三方测试和回归报告模板。","01_design/课题一产品与技术总体设计.md#63-检测质量门禁"
"R-05808","中期评审","4808","技术经理","测试验收","MLOps 小样本 F1=0.8 不能代表课题完成态指标。","建立最小样本门槛、champion/challenger、漂移阈值、灰度和回滚机制。","01_design/课题一产品与技术总体设计.md#54-核心功能闭环"
"R-05809","中期评审","4809","销售经理","安全合规","当前 mTLS、JWT、RBAC、审计已有基础，但 Kafka TLS/SASL 和密钥生产化仍是缺口。","设计南北向和东西向安全边界，补生产安全加固门禁。","01_design/课题一产品与技术总体设计.md#62-p0-门禁"
"R-05810","中期评审","4810","项目经理","端到端链路","课题一要求的多源异构数据融合需要映射到流量、资产、设备日志、用户行为四类可验收数据源。","在设计文档增加任务书指标追溯矩阵，并把每类数据源绑定到采集、处理、存储、页面和测试证据。","01_design/课题一产品与技术总体设计.md#3-req-t1-追溯矩阵"
"R-05811","中期评审","4811","全栈工程师","交付实施","试点验收需要证明部署稳定性、连续运行、应用价值和经济效益。","输出试点材料清单、演示脚本和第三方测试准备清单。","01_design/课题一产品与技术总体设计.md#7-试点与交付"
"R-05812","中期评审","4812","算法工程师","性能容量","Probe 到 Web UI 的链路需要形成可复核流程。","固化 Probe -> Ingest -> Kafka -> Flink -> 存储 -> Go API -> Web UI -> Feedback -> MLOps 的流程走向。","01_design/课题一产品与技术总体设计.md#54-核心功能闭环"
"R-05813","中期评审","4813","实施工程师","测试验收","功能 E2E 已有 100 轮冒烟通过，但性能、模型泛化和故障演练需另行验收。","把现有 live smoke 作为功能回归证据，把专项项列入门禁。","01_design/课题一产品与技术总体设计.md#6-验收设计"
"R-05814","中期评审","4814","测试工程师","性能容量","10 x 100Gbps、512Mpps 和 P95 <= 60s 缺专项压测报告。","把它标成验收待闭环，定义流量模型、时间戳口径、采样点、丢包率和资源水位。","01_design/课题一产品与技术总体设计.md#62-p0-门禁"
"R-05815","中期评审","4815","UI工程师","用户体验","多源数据缺失、迟到、解析失败和 DLQ 会影响告警可信度。","定义数据质量指标、DLQ 处理、重放幂等和页面解释策略。","01_design/课题一产品与技术总体设计.md#54-核心功能闭环"
"R-05816","中期评审","4816","产品经理","测试验收","相对 SIEM、IDS、NDR、抓包平台的差异化需要讲成客户语言。","采用“看得见、判得准、查得到、改得动、验得过”的价值链表达。","01_design/课题一产品与技术总体设计.md#8-竞争力设计"
"R-05817","中期评审","4817","技术经理","进度与范围","全流量能力容易被误解为永久全包留存。","明确产品口径为 Flow/Session/Feature 实时分析加策略化 PCAP 索引、裁剪、留存和下载。","01_design/课题一产品与技术总体设计.md#2-任务书边界"
"R-05818","中期评审","4818","销售经理","用户体验","页面已经丰富，但操作路径必须服务于研判闭环而不是菜单堆叠。","定义登录、态势、告警、证据、图谱、取证、反馈、治理、报表的 25 分钟演示路径。","01_design/课题一产品与技术总体设计.md#44-25-分钟演示主线"
"R-05819","中期评审","4819","项目经理","检测质量","准确率 95% 以上、误报率低于 5% 不能只用功能联调证明。","补充样本集、标签、混淆矩阵、公式、第三方测试和回归报告模板。","01_design/课题一产品与技术总体设计.md#63-检测质量门禁"
"R-05820","中期评审","4820","全栈工程师","性能容量","MLOps 小样本 F1=0.8 不能代表课题完成态指标。","建立最小样本门槛、champion/challenger、漂移阈值、灰度和回滚机制。","01_design/课题一产品与技术总体设计.md#54-核心功能闭环"
"R-05821","中期评审","4821","算法工程师","安全合规","当前 mTLS、JWT、RBAC、审计已有基础，但 Kafka TLS/SASL 和密钥生产化仍是缺口。","设计南北向和东西向安全边界，补生产安全加固门禁。","01_design/课题一产品与技术总体设计.md#62-p0-门禁"
"R-05822","中期评审","4822","实施工程师","交付实施","课题一要求的多源异构数据融合需要映射到流量、资产、设备日志、用户行为四类可验收数据源。","在设计文档增加任务书指标追溯矩阵，并把每类数据源绑定到采集、处理、存储、页面和测试证据。","01_design/课题一产品与技术总体设计.md#3-req-t1-追溯矩阵"
"R-05823","中期评审","4823","测试工程师","交付实施","试点验收需要证明部署稳定性、连续运行、应用价值和经济效益。","输出试点材料清单、演示脚本和第三方测试准备清单。","01_design/课题一产品与技术总体设计.md#7-试点与交付"
"R-05824","中期评审","4824","UI工程师","测试验收","Probe 到 Web UI 的链路需要形成可复核流程。","固化 Probe -> Ingest -> Kafka -> Flink -> 存储 -> Go API -> Web UI -> Feedback -> MLOps 的流程走向。","01_design/课题一产品与技术总体设计.md#54-核心功能闭环"
"R-05825","中期评审","4825","产品经理","测试验收","功能 E2E 已有 100 轮冒烟通过，但性能、模型泛化和故障演练需另行验收。","把现有 live smoke 作为功能回归证据，把专项项列入门禁。","01_design/课题一产品与技术总体设计.md#6-验收设计"
"R-05826","中期评审","4826","技术经理","性能容量","10 x 100Gbps、512Mpps 和 P95 <= 60s 缺专项压测报告。","把它标成验收待闭环，定义流量模型、时间戳口径、采样点、丢包率和资源水位。","01_design/课题一产品与技术总体设计.md#62-p0-门禁"
"R-05827","中期评审","4827","销售经理","检测质量","多源数据缺失、迟到、解析失败和 DLQ 会影响告警可信度。","定义数据质量指标、DLQ 处理、重放幂等和页面解释策略。","01_design/课题一产品与技术总体设计.md#54-核心功能闭环"
"R-05828","中期评审","4828","项目经理","性能容量","相对 SIEM、IDS、NDR、抓包平台的差异化需要讲成客户语言。","采用“看得见、判得准、查得到、改得动、验得过”的价值链表达。","01_design/课题一产品与技术总体设计.md#8-竞争力设计"
"R-05829","中期评审","4829","全栈工程师","安全合规","全流量能力容易被误解为永久全包留存。","明确产品口径为 Flow/Session/Feature 实时分析加策略化 PCAP 索引、裁剪、留存和下载。","01_design/课题一产品与技术总体设计.md#2-任务书边界"
"R-05830","中期评审","4830","算法工程师","用户体验","页面已经丰富，但操作路径必须服务于研判闭环而不是菜单堆叠。","定义登录、态势、告警、证据、图谱、取证、反馈、治理、报表的 25 分钟演示路径。","01_design/课题一产品与技术总体设计.md#44-25-分钟演示主线"
"R-05831","中期评审","4831","实施工程师","检测质量","准确率 95% 以上、误报率低于 5% 不能只用功能联调证明。","补充样本集、标签、混淆矩阵、公式、第三方测试和回归报告模板。","01_design/课题一产品与技术总体设计.md#63-检测质量门禁"
"R-05832","中期评审","4832","测试工程师","测试验收","MLOps 小样本 F1=0.8 不能代表课题完成态指标。","建立最小样本门槛、champion/challenger、漂移阈值、灰度和回滚机制。","01_design/课题一产品与技术总体设计.md#54-核心功能闭环"
"R-05833","中期评审","4833","UI工程师","安全合规","当前 mTLS、JWT、RBAC、审计已有基础，但 Kafka TLS/SASL 和密钥生产化仍是缺口。","设计南北向和东西向安全边界，补生产安全加固门禁。","01_design/课题一产品与技术总体设计.md#62-p0-门禁"
